#{"manifestVersion":1,"columnDefinitions":[{"csvName":"Country","dbName":"country","csvIndex":0,"type":"text"},{"csvName":"Time","dbName":"time","csvIndex":1,"type":"text"},{"csvName":"category_1","dbName":"category_1","csvIndex":2,"type":"text"},{"csvName":"category_2","dbName":"category_2","csvIndex":3,"type":"text"},{"csvName":"category_3","dbName":"category_3","csvIndex":4,"type":"text"},{"csvName":"category_4","dbName":"category_4","csvIndex":5,"type":"text"},{"csvName":"value","dbName":"value","csvIndex":6,"type":"integer"}]}
"Country"	"Time"	"category_1"	"category_2"	"category_3"	"category_4"	"value"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Households"	""	"21"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"NPISHs"	""	"304"
"finnland"	"2011-07-01"	"Total"	"Rest of the world"	""	""	"73851"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"638"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"239"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3578"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"271"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"879"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"328"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"General Government"	""	"4091"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"Households"	""	"19"
"finnland"	"2011-10-01"	"Total"	"Domestic"	"NPISHs"	""	"324"
"finnland"	"2011-10-01"	"Total"	"Rest of the world"	""	""	"77354"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"455"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"194"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3528"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"100"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1004"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"381"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"General Government"	""	"4112"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"Households"	""	"110"
"finnland"	"2012-01-01"	"Total"	"Domestic"	"NPISHs"	""	"187"
"finnland"	"2012-01-01"	"Total"	"Rest of the world"	""	""	"77153"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"833"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"194"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3289"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"305"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1167"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"419"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"General Government"	""	"3452"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"Households"	""	"102"
"finnland"	"2012-04-01"	"Total"	"Domestic"	"NPISHs"	""	"184"
"finnland"	"2012-04-01"	"Total"	"Rest of the world"	""	""	"83842"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"631"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"66"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3482"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"166"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1454"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"368"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"General Government"	""	"3619"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"Households"	""	"69"
"finnland"	"2012-07-01"	"Total"	"Domestic"	"NPISHs"	""	"148"
"finnland"	"2012-07-01"	"Total"	"Rest of the world"	""	""	"82600"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"627"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"112"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3312"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"154"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1621"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"523"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"General Government"	""	"3387"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"Households"	""	"68"
"finnland"	"2012-10-01"	"Total"	"Domestic"	"NPISHs"	""	"170"
"finnland"	"2012-10-01"	"Total"	"Rest of the world"	""	""	"85958"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1703"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"112"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3218"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"288"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1305"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"637"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"General Government"	""	"3179"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"Households"	""	"65"
"finnland"	"2013-01-01"	"Total"	"Domestic"	"NPISHs"	""	"172"
"finnland"	"2013-01-01"	"Total"	"Rest of the world"	""	""	"86659"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1693"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"111"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4680"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"261"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1220"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"650"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"General Government"	""	"3469"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"Households"	""	"66"
"finnland"	"2013-04-01"	"Total"	"Domestic"	"NPISHs"	""	"118"
"finnland"	"2013-04-01"	"Total"	"Rest of the world"	""	""	"88013"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1693"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"43"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3781"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"132"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1057"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"542"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"General Government"	""	"3746"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"Households"	""	"36"
"finnland"	"2013-07-01"	"Total"	"Domestic"	"NPISHs"	""	"131"
"finnland"	"2013-07-01"	"Total"	"Rest of the world"	""	""	"83475"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"633"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"142"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4011"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"138"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1224"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"635"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"General Government"	""	"3789"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"Households"	""	"35"
"finnland"	"2013-10-01"	"Total"	"Domestic"	"NPISHs"	""	"108"
"finnland"	"2013-10-01"	"Total"	"Rest of the world"	""	""	"87078"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"675"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"169"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3683"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"96"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1124"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"634"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"General Government"	""	"3191"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"Households"	""	"36"
"finnland"	"2014-01-01"	"Total"	"Domestic"	"NPISHs"	""	"39"
"finnland"	"2014-01-01"	"Total"	"Rest of the world"	""	""	"92034"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1438"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"362"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4575"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"85"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1542"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"479"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"General Government"	""	"2975"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"Households"	""	"35"
"finnland"	"2014-04-01"	"Total"	"Domestic"	"NPISHs"	""	"59"
"finnland"	"2014-04-01"	"Total"	"Rest of the world"	""	""	"94933"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1483"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"394"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3573"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"64"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1684"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"354"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"General Government"	""	"3049"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"Households"	""	"31"
"finnland"	"2014-07-01"	"Total"	"Domestic"	"NPISHs"	""	"34"
"finnland"	"2014-07-01"	"Total"	"Rest of the world"	""	""	"96017"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1919"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"394"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3959"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"65"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1898"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"221"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"General Government"	""	"2960"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"Households"	""	"30"
"finnland"	"2014-10-01"	"Total"	"Domestic"	"NPISHs"	""	"36"
"finnland"	"2014-10-01"	"Total"	"Rest of the world"	""	""	"99298"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"391"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"1105"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5133"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"143"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1942"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"242"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"General Government"	""	"2870"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"Households"	""	"17"
"finnland"	"2015-01-01"	"Total"	"Domestic"	"NPISHs"	""	"38"
"finnland"	"2015-01-01"	"Total"	"Rest of the world"	""	""	"102005"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"344"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"3211"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5148"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"178"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1781"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"307"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"General Government"	""	"2649"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"Households"	""	"14"
"finnland"	"2015-04-01"	"Total"	"Domestic"	"NPISHs"	""	"44"
"finnland"	"2015-04-01"	"Total"	"Rest of the world"	""	""	"101083"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"293"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"5300"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4651"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"108"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1685"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"291"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"General Government"	""	"2126"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"Households"	""	"13"
"finnland"	"2015-07-01"	"Total"	"Domestic"	"NPISHs"	""	"36"
"finnland"	"2015-07-01"	"Total"	"Rest of the world"	""	""	"97053"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"99"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"7599"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5232"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"94"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1678"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"279"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"General Government"	""	"1399"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"Households"	""	"12"
"finnland"	"2015-10-01"	"Total"	"Domestic"	"NPISHs"	""	"34"
"finnland"	"2015-10-01"	"Total"	"Rest of the world"	""	""	"98237"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"98"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"10256"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5991"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"47"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1759"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"227"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"General Government"	""	"1417"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"Households"	""	"12"
"finnland"	"2016-01-01"	"Total"	"Domestic"	"NPISHs"	""	"34"
"finnland"	"2016-01-01"	"Total"	"Rest of the world"	""	""	"98817"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"42"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"13811"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5624"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"85"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1378"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"198"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"General Government"	""	"1107"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"Households"	""	"5"
"finnland"	"2016-04-01"	"Total"	"Domestic"	"NPISHs"	""	"23"
"finnland"	"2016-04-01"	"Total"	"Rest of the world"	""	""	"93938"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"9"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"16606"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"5435"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"117"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1367"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"235"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"General Government"	""	"831"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"Households"	""	"5"
"finnland"	"2016-07-01"	"Total"	"Domestic"	"NPISHs"	""	"22"
"finnland"	"2016-07-01"	"Total"	"Rest of the world"	""	""	"91235"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"377"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"19276"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4742"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"184"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1290"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"221"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"General Government"	""	"968"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"Households"	""	"5"
"finnland"	"2016-10-01"	"Total"	"Domestic"	"NPISHs"	""	"22"
"finnland"	"2016-10-01"	"Total"	"Rest of the world"	""	""	"90794"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"57"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"20739"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4144"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"146"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1284"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"182"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"General Government"	""	"1483"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"Households"	""	"5"
"finnland"	"2017-01-01"	"Total"	"Domestic"	"NPISHs"	""	"20"
"finnland"	"2017-01-01"	"Total"	"Rest of the world"	""	""	"90050"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"20"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"21724"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4199"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"130"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1224"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"158"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"General Government"	""	"1006"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"Households"	""	"5"
"finnland"	"2017-04-01"	"Total"	"Domestic"	"NPISHs"	""	"19"
"finnland"	"2017-04-01"	"Total"	"Rest of the world"	""	""	"86242"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"30"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"22601"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4106"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"147"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1412"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"172"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"General Government"	""	"1504"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2017-07-01"	"Total"	"Domestic"	"NPISHs"	""	"13"
"finnland"	"2017-07-01"	"Total"	"Rest of the world"	""	""	"83595"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"30"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"24594"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3569"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"71"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1391"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"120"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"General Government"	""	"1649"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2017-10-01"	"Total"	"Domestic"	"NPISHs"	""	"13"
"finnland"	"2017-10-01"	"Total"	"Rest of the world"	""	""	"85041"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"30"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"25135"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3532"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"142"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1190"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"112"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"General Government"	""	"1283"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2018-01-01"	"Total"	"Domestic"	"NPISHs"	""	"13"
"finnland"	"2018-01-01"	"Total"	"Rest of the world"	""	""	"83885"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"17"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"26468"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4234"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"44"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1046"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"119"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"General Government"	""	"708"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2018-04-01"	"Total"	"Domestic"	"NPISHs"	""	"14"
"finnland"	"2018-04-01"	"Total"	"Rest of the world"	""	""	"84002"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"41"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"26333"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4035"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"41"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"999"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"97"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"General Government"	""	"738"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2018-07-01"	"Total"	"Domestic"	"NPISHs"	""	"13"
"finnland"	"2018-07-01"	"Total"	"Rest of the world"	""	""	"82203"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"26"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"27200"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"4157"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"15"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"955"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"123"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"General Government"	""	"572"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"Households"	""	"4"
"finnland"	"2018-10-01"	"Total"	"Domestic"	"NPISHs"	""	"14"
