#{"manifestVersion":1,"columnDefinitions":[{"csvName":"Country","dbName":"country","csvIndex":0,"type":"text"},{"csvName":"Time","dbName":"time","csvIndex":1,"type":"text"},{"csvName":"category_1","dbName":"category_1","csvIndex":2,"type":"text"},{"csvName":"category_2","dbName":"category_2","csvIndex":3,"type":"text"},{"csvName":"category_3","dbName":"category_3","csvIndex":4,"type":"text"},{"csvName":"category_4","dbName":"category_4","csvIndex":5,"type":"text"},{"csvName":"value","dbName":"value","csvIndex":6,"type":"integer"}]}
"Country"	"Time"	"category_1"	"category_2"	"category_3"	"category_4"	"value"
"finnland"	"2004-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"922"
"finnland"	"2004-04-01"	"Total"	"Domestic"	"General Government"	""	"4267"
"finnland"	"2004-04-01"	"Total"	"Domestic"	"Households"	""	"548"
"finnland"	"2004-04-01"	"Total"	"Domestic"	"NPISHs"	""	"86"
"finnland"	"2004-04-01"	"Total"	"Rest of the world"	""	""	"49678"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"986"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1949"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"366"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2500"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"924"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"General Government"	""	"4129"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"Households"	""	"311"
"finnland"	"2004-07-01"	"Total"	"Domestic"	"NPISHs"	""	"86"
"finnland"	"2004-07-01"	"Total"	"Rest of the world"	""	""	"51665"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1063"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1488"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"210"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2472"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"718"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"General Government"	""	"4450"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"Households"	""	"370"
"finnland"	"2004-10-01"	"Total"	"Domestic"	"NPISHs"	""	"62"
"finnland"	"2004-10-01"	"Total"	"Rest of the world"	""	""	"53371"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1041"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1526"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"184"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2467"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"706"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"General Government"	""	"4411"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"Households"	""	"431"
"finnland"	"2005-01-01"	"Total"	"Domestic"	"NPISHs"	""	"62"
"finnland"	"2005-01-01"	"Total"	"Rest of the world"	""	""	"48630"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"558"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1500"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"116"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2500"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"764"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"General Government"	""	"4460"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"Households"	""	"199"
"finnland"	"2005-04-01"	"Total"	"Domestic"	"NPISHs"	""	"62"
"finnland"	"2005-04-01"	"Total"	"Rest of the world"	""	""	"51179"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1364"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1588"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"113"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2495"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"758"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"General Government"	""	"4446"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"Households"	""	"685"
"finnland"	"2005-07-01"	"Total"	"Domestic"	"NPISHs"	""	"62"
"finnland"	"2005-07-01"	"Total"	"Rest of the world"	""	""	"48539"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1611"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1848"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"181"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2166"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"835"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"General Government"	""	"4092"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"Households"	""	"568"
"finnland"	"2005-10-01"	"Total"	"Domestic"	"NPISHs"	""	"57"
"finnland"	"2005-10-01"	"Total"	"Rest of the world"	""	""	"50462"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"362"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1625"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"104"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2195"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"854"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"General Government"	""	"3793"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"Households"	""	"68"
"finnland"	"2006-01-01"	"Total"	"Domestic"	"NPISHs"	""	"57"
"finnland"	"2006-01-01"	"Total"	"Rest of the world"	""	""	"47302"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"206"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"0"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1596"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"103"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2115"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"633"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"General Government"	""	"3509"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"Households"	""	"9"
"finnland"	"2006-04-01"	"Total"	"Domestic"	"NPISHs"	""	"57"
"finnland"	"2006-04-01"	"Total"	"Rest of the world"	""	""	"51538"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"715"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"145"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1642"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"77"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"2123"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"550"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"General Government"	""	"3417"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"Households"	""	"214"
"finnland"	"2006-07-01"	"Total"	"Domestic"	"NPISHs"	""	"57"
"finnland"	"2006-07-01"	"Total"	"Rest of the world"	""	""	"46324"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1152"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"311"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1534"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"72"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1905"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"554"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"General Government"	""	"3237"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"Households"	""	"535"
"finnland"	"2006-10-01"	"Total"	"Domestic"	"NPISHs"	""	"45"
"finnland"	"2006-10-01"	"Total"	"Rest of the world"	""	""	"50072"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1482"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"325"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1545"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"60"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1860"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"511"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"General Government"	""	"2727"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"Households"	""	"707"
"finnland"	"2007-01-01"	"Total"	"Domestic"	"NPISHs"	""	"45"
"finnland"	"2007-01-01"	"Total"	"Rest of the world"	""	""	"46266"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1394"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"394"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1546"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"54"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1860"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"727"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"General Government"	""	"3012"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"Households"	""	"733"
"finnland"	"2007-04-01"	"Total"	"Domestic"	"NPISHs"	""	"45"
"finnland"	"2007-04-01"	"Total"	"Rest of the world"	""	""	"46821"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"1371"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"398"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1520"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"83"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1809"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"646"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"General Government"	""	"3101"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"Households"	""	"569"
"finnland"	"2007-07-01"	"Total"	"Domestic"	"NPISHs"	""	"45"
"finnland"	"2007-07-01"	"Total"	"Rest of the world"	""	""	"42845"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"585"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"420"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1438"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"61"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1540"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"648"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"General Government"	""	"3510"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"Households"	""	"206"
"finnland"	"2007-10-01"	"Total"	"Domestic"	"NPISHs"	""	"5"
"finnland"	"2007-10-01"	"Total"	"Rest of the world"	""	""	"47860"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"278"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"424"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1554"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"57"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1670"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"690"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"General Government"	""	"3615"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"Households"	""	"209"
"finnland"	"2008-01-01"	"Total"	"Domestic"	"NPISHs"	""	"5"
"finnland"	"2008-01-01"	"Total"	"Rest of the world"	""	""	"46229"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"152"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"414"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1461"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"65"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1674"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"639"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"General Government"	""	"3618"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"Households"	""	"215"
"finnland"	"2008-04-01"	"Total"	"Domestic"	"NPISHs"	""	"5"
"finnland"	"2008-04-01"	"Total"	"Rest of the world"	""	""	"46232"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"81"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"342"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1531"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"75"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1664"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"549"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"General Government"	""	"3360"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"Households"	""	"192"
"finnland"	"2008-07-01"	"Total"	"Domestic"	"NPISHs"	""	"5"
"finnland"	"2008-07-01"	"Total"	"Rest of the world"	""	""	"40645"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"562"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"405"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1289"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"180"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1840"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"660"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"General Government"	""	"3375"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"Households"	""	"236"
"finnland"	"2008-10-01"	"Total"	"Domestic"	"NPISHs"	""	"23"
"finnland"	"2008-10-01"	"Total"	"Rest of the world"	""	""	"47872"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"574"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"479"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1320"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"325"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1840"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"629"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"General Government"	""	"3866"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"Households"	""	"191"
"finnland"	"2009-01-01"	"Total"	"Domestic"	"NPISHs"	""	"90"
"finnland"	"2009-01-01"	"Total"	"Rest of the world"	""	""	"54827"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"385"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"442"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1465"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"385"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1794"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"554"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"General Government"	""	"3501"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"Households"	""	"146"
"finnland"	"2009-04-01"	"Total"	"Domestic"	"NPISHs"	""	"157"
"finnland"	"2009-04-01"	"Total"	"Rest of the world"	""	""	"47298"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"842"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"442"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1382"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"210"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1709"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"548"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"General Government"	""	"2956"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"Households"	""	"101"
"finnland"	"2009-07-01"	"Total"	"Domestic"	"NPISHs"	""	"223"
"finnland"	"2009-07-01"	"Total"	"Rest of the world"	""	""	"53365"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"653"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"420"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1364"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"231"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1649"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"513"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"General Government"	""	"2844"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"Households"	""	"56"
"finnland"	"2009-10-01"	"Total"	"Domestic"	"NPISHs"	""	"300"
"finnland"	"2009-10-01"	"Total"	"Rest of the world"	""	""	"59210"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"711"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"358"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1562"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"238"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1368"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"415"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"General Government"	""	"2653"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"Households"	""	"63"
"finnland"	"2010-01-01"	"Total"	"Domestic"	"NPISHs"	""	"312"
"finnland"	"2010-01-01"	"Total"	"Rest of the world"	""	""	"63288"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"727"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"310"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"1445"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"264"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1326"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"394"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"General Government"	""	"2660"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"Households"	""	"70"
"finnland"	"2010-04-01"	"Total"	"Domestic"	"NPISHs"	""	"312"
"finnland"	"2010-04-01"	"Total"	"Rest of the world"	""	""	"69763"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"861"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"242"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"2566"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"241"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1163"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"337"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"General Government"	""	"2696"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"Households"	""	"67"
"finnland"	"2010-07-01"	"Total"	"Domestic"	"NPISHs"	""	"312"
"finnland"	"2010-07-01"	"Total"	"Rest of the world"	""	""	"68415"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"775"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"242"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"2964"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"267"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1155"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"350"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"General Government"	""	"2569"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"Households"	""	"19"
"finnland"	"2010-10-01"	"Total"	"Domestic"	"NPISHs"	""	"312"
"finnland"	"2010-10-01"	"Total"	"Rest of the world"	""	""	"71099"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"658"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"242"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"2654"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"151"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1080"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"301"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"General Government"	""	"2389"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"Households"	""	"19"
"finnland"	"2011-01-01"	"Total"	"Domestic"	"NPISHs"	""	"307"
"finnland"	"2011-01-01"	"Total"	"Rest of the world"	""	""	"68496"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"631"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"202"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3519"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"195"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"1076"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"305"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"General Government"	""	"2446"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"Households"	""	"20"
"finnland"	"2011-04-01"	"Total"	"Domestic"	"NPISHs"	""	"307"
"finnland"	"2011-04-01"	"Total"	"Rest of the world"	""	""	"68487"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Non-financial corporations"	""	"668"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Central Bank"	"229"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Other MFIs"	"3907"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Money market funds"	"265"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Insurance corporations and pension funds"	"829"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"Financial and insurance corporations"	"Others"	"405"
"finnland"	"2011-07-01"	"Total"	"Domestic"	"General Government"	""	"3851"
